,p,panduan
r_4641,2.460707818739372e-176,1
r_4642,1000,0
r_4643,0.0,1
r_4644,2.2240392714654747e-148,1
r_4645,0.0,1
r_4646,2.460707818739372e-176,1
r_4647,1000,0
r_4648,0.0,1
r_4649,0.0,1
r_4650,0.0,1
r_4651,2.3453784341425885e-224,1
r_4652,0.0,1
r_4653,1000,0
r_4654,0.0,1
r_4655,1000,0
r_4656,1.0019173101994545e-235,1
r_4657,0.0,1
r_4658,1.0019173101994545e-235,1
r_4659,0.0,1
r_4660,0.0,1
r_4661,0.0,1
r_4662,1000,0
r_4663,0.0,1
r_4664,1000,0
r_4665,0.0,1
r_4666,0.0,1
r_4667,0.0,1
r_4668,0.0,1
r_4669,0.0,1
r_4670,7.013260312297353e-178,1
r_4671,1000,0
r_4672,0.0,1
r_4673,1000,0
r_4674,0.0,1
r_4675,2.0409728951100288e-237,1
r_4676,0.0,1
r_4677,2.0409728951100288e-237,1
r_4678,0.0,1
r_4679,0.0,1
r_4680,0.0,1
r_4681,0.0,1
r_4682,2.460707818739372e-176,1
r_4683,2.2240392714654747e-148,1
r_4684,0.0,1
r_4685,0.0,1
r_4686,0.0,1
r_4687,0.0,1
r_4688,0.0,1
r_4689,0.0,1
r_4690,0.0,1
r_4691,0.0,1
r_4692,0.0,1
r_4693,0.0,1
r_4694,0.0,1
r_4695,0.0,1
r_4697,0.0,1
r_4698,0.0,1
r_4699,0.0,1
r_4700,0.0,1
r_4701,4.9250562075011e-217,1
r_4702,1.1533967365509427e-233,1
r_4703,1.1533967365509427e-233,1
r_4704,1000,0
r_4705,1000,0
r_4706,1000,0
r_4707,1000,0
r_4708,0.0,1
r_4709,1000,0
r_4710,1000,0
r_4711,5.8420589146298385e-31,1
r_4712,1000,0
r_4713,1.3712563939684882e-89,1
r_4714,1000,0
r_4715,1000,0
r_4716,1000,0
r_4717,1000,0
r_4718,1000,0
r_4719,0.0,1
r_4720,1000,0
r_4721,0.0,1
r_4722,1000,0
r_4723,1000,0
r_4724,7.902623933740571e-66,1
r_4725,1000,0
r_4726,1000,0
r_4727,1000,0
r_4728,1000,0
r_4729,1000,0
r_4730,0.0,1
r_4731,1000,0
r_4732,1000,0
r_4733,1000,0
r_4734,1000,0
r_4735,1000,0
r_4736,1000,0
r_4737,1000,0
r_4738,1000,0
r_4739,1000,0
r_4740,1000,0
r_4741,0.0,1
r_4742,1000,0
r_4743,1000,0
r_4744,1000,0
r_4745,1000,0
r_4746,1000,0
r_4747,1000,0
r_4748,1000,0
r_4749,1.440936237339038e-56,1
r_4750,1000,0
r_4751,1000,0
r_4752,1000,0
r_4753,1000,0
r_4754,6.496842436665229e-302,1
r_4755,1000,0
r_4756,1000,0
r_4757,1000,0
r_4758,1000,0
r_4759,1.1532149632990136e-116,1
r_4760,1000,0
r_4761,1000,0
r_4762,0.0,1
r_4763,1000,0
r_4764,1000,0
r_4765,1000,0
r_4766,1000,0
r_4767,8.863329871065078e-150,1
r_4768,1000,0
r_4769,1.440936237339038e-56,1
r_4770,4.868211940097855e-71,1
r_4771,1000,0
r_4772,1000,0
r_4773,1000,0
r_4774,0.0,1
r_4775,0.0,1
r_4776,0.0,1
r_4777,1000,0
r_4778,1000,0
r_4779,1000,0
r_4780,0.0,1
r_4781,1000,0
r_4782,1000,0
r_4783,1000,0
r_4784,1000,0
r_4785,1000,0
r_4786,1000,0
r_4787,0.0,1
r_4788,0.0,1
r_4789,1000,0
r_4790,1000,0
r_4791,1000,0
r_4792,1.794596860331674e-67,1
r_4793,1000,0
r_4794,1000,0
r_4795,1000,0
r_4796,1000,0
r_4797,1000,0
r_4798,1000,0
r_4799,1000,0
r_4800,1000,0
r_4801,1000,0
r_4802,1000,0
r_4803,8.510483946649815e-285,1
r_4804,0.0,1
r_4805,1000,0
r_4806,1000,0
r_4807,1000,0
r_4808,0.0,1
r_4809,1000,0
r_4810,0.0,1
r_4811,1000,0
r_4812,1000,0
r_4813,1000,0
r_4814,1000,0
r_4815,1000,0
r_4816,1000,0
r_4817,1000,0
r_4818,1000,0
r_4819,1000,0
r_4820,6.82502520421205e-70,1
r_4821,1000,0
r_4822,0.0,1
r_4823,1000,0
r_4824,1000,0
r_4825,1000,0
r_4826,1000,0
r_4827,0.0,1
r_4828,1000,0
r_4829,1000,0
r_4830,1000,0
r_4831,1000,0
r_4832,1000,0
r_4833,1000,0
r_4834,1000,0
r_4835,1000,0
r_4836,1000,0
r_4837,0.0,1
r_4838,1000,0
r_4839,1000,0
r_4840,1000,0
r_4841,1000,0
r_4842,1000,0
r_4843,1000,0
r_4844,1000,0
r_4845,1000,0
r_4846,1000,0
